Conf. θₙ ; Φₙ,θᵣ=-90,θᵣ=-87,θᵣ=-84,θᵣ=-81,θᵣ=-78,θᵣ=-75,θᵣ=-72,θᵣ=-69,θᵣ=-66,θᵣ=-63,θᵣ=-60,θᵣ=-57,θᵣ=-54,θᵣ=-51,θᵣ=-48,θᵣ=-45,θᵣ=-42,θᵣ=-39,θᵣ=-36,θᵣ=-33,θᵣ=-30,θᵣ=-27,θᵣ=-24,θᵣ=-21,θᵣ=-18,θᵣ=-15,θᵣ=-12,θᵣ=-9,θᵣ=-6,θᵣ=-3,θᵣ=0,θᵣ=3,θᵣ=6,θᵣ=9,θᵣ=12,θᵣ=15,θᵣ=18,θᵣ=21,θᵣ=24,θᵣ=27,θᵣ=30,θᵣ=33,θᵣ=36,θᵣ=39,θᵣ=42,θᵣ=45,θᵣ=48,θᵣ=51,θᵣ=54,θᵣ=57,θᵣ=60,θᵣ=63,θᵣ=66,θᵣ=69,θᵣ=72,θᵣ=75,θᵣ=78,θᵣ=81,θᵣ=84,θᵣ=87,θᵣ=90
87° ; -21°,-76.07569930069941,-74.09307692307682,-77.74754079254069,-81.11930069930067,-82.33510489510493,-82.10785547786517,-83.42797202798184,-85.55405594406602,-87.18696969697999,-86.18892773893788,-84.46923076924072,-82.86613053614032,-80.4456410256505,-79.42892773893709,-79.85990675991616,-78.22237762238683,-77.22997668998582,-79.7881351981446,-80.38578088579037,-81.22379953380911,-83.31673659674642,-85.50682983683991,-82.09298368299335,-78.73104895105823,-76.84671328672233,-76.85808857809762,-76.73265734266639,-76.9224242424333,-75.49801864802754,-73.45512820513686,-72.25829836830687,-75.28699300700188,-78.32487179488102,-81.46703962704923,-81.40067599068558,-79.3261538461632,-77.17221445222354,-72.25426573427424,-69.54410256411074,-71.66967365968212,-75.1886946387035,-77.9390909091001,-77.641491841501,-77.11158508159417,-74.72251748252631,-73.7956177156264,-78.08692307693228,-82.0389277389374,-82.41431235432206,-80.99286713287667,-78.46195804196728,-75.18006993007879,-71.34333333334173,-74.2908158508246,-78.96447552448483,-82.1337762237859,-84.71286713286717,-83.52734265734256,-78.71510489510447,-73.92482517482426,-77.74055944055766
87° ; -18°,-76.26019230769235,-74.53646853146847,-78.5227331002331,-82.19846153846161,-83.61398601398616,-83.43184149185133,-84.57797202798199,-86.40939393940411,-87.86391608392643,-86.13186480187495,-83.60727272728258,-81.543939393949,-78.95342657343589,-78.03820512821432,-79.04013986014917,-78.10205128206049,-77.87944055944973,-80.45983682984632,-81.14340326341284,-81.70002331003293,-82.13902097903065,-83.29629370630352,-80.6565268065363,-78.69470862471788,-77.89372960373879,-78.2644289044381,-78.0295571095663,-77.6600932401024,-75.54944055944945,-73.71508158509027,-72.64715617716476,-76.06508158509055,-80.51053613054563,-85.13724941725944,-85.68193473194482,-82.97724941725919,-78.91083916084845,-73.69846153847024,-72.03037296038146,-72.0095337995423,-72.92648018648876,-76.8984615384706,-79.57228438229374,-80.58116550117501,-78.4692074592167,-75.19454545455433,-74.7167599067687,-75.29750582751468,-77.93664335665254,-79.52820512821451,-77.53102564103479,-74.58034965035844,-71.14489510490348,-73.54384615385482,-78.15125874126794,-81.23261072262028,-83.76937062937066,-82.76769230769216,-78.35803030303,-73.98503496503443,-77.75101398601281
87° ; -15°,-76.80666083916087,-74.49045454545443,-79.2019522144521,-83.6514685314685,-85.3318881118881,-84.85270396271396,-85.5346853146954,-86.71641025642046,-87.63652680653715,-85.52855477856487,-82.60060606061579,-80.14601398602345,-77.5650349650441,-76.53920745921648,-77.53925407926322,-77.42491841492753,-76.59016317017219,-78.37675990676914,-80.85974358975311,-82.64261072262046,-84.17412587413578,-84.97801864802865,-79.71682983683922,-74.99976689977574,-73.83261072261942,-77.32682983683894,-79.8797202797297,-79.79540792541734,-77.62368298369213,-73.53780885781754,-70.6845920746004,-74.15020979021853,-78.73041958042886,-83.82298368299355,-85.89885780886792,-84.74473193474192,-81.03696969697926,-76.11358974359871,-74.06559440560312,-73.65020979021848,-74.39233100233977,-77.45431235432147,-79.16673659674593,-79.11431235432168,-77.12811188812098,-74.73237762238645,-74.25920745921621,-74.80960372961256,-77.09249417250327,-78.4931468531561,-76.79270396271302,-74.13927738928614,-71.30510489511329,-73.55993006993874,-77.93734265735183,-80.88575757576709,-83.28629370629355,-82.33999999999986,-78.17850233100198,-74.05597902097841,-77.61435314685214
87° ; -12°,-76.7391958041958,-74.05419580419563,-78.58465034965018,-82.88083916083902,-84.39307692307679,-83.76748251749238,-84.45536130537127,-85.77237762238771,-86.82039627040649,-85.45473193474199,-83.28333333334314,-81.2756643356739,-78.82501165502094,-77.8021212121304,-78.48587412588337,-77.44678321679234,-76.20060606061504,-78.67407925408853,-80.06790209791153,-82.12296037297006,-83.90207459208446,-85.29282051283056,-81.01543123544077,-77.25289044289954,-76.0214685314775,-77.9993240093332,-78.90832167833098,-79.2538228438322,-76.8338228438319,-73.64596736597603,-71.42503496504338,-74.67932400933282,-78.39198135199058,-82.99391608392587,-84.81428904429903,-83.76645687646675,-80.69720279721231,-75.95209790210687,-73.94370629371501,-74.64263403264283,-76.42606060606961,-78.75648018648947,-79.0638927739021,-77.80463869464786,-75.50356643357533,-73.95785547786421,-75.46911421912311,-77.15559440560351,-78.2176223776316,-78.30006993007915,-76.60452214453117,-73.96888111888984,-71.40736596737437,-73.75041958042827,-78.07272727273647,-81.06282051283006,-83.48265734265755,-82.47195804195825,-78.1581002331002,-73.88097902097853,-77.5010839160831
87° ; -9°,-76.59358391608396,-73.86737762237755,-78.18887529137524,-82.31244755244754,-83.78489510489513,-83.26948717949699,-84.17240093241085,-85.80065268066278,-87.0454778554881,-86.09307692308707,-84.32601398602392,-82.46039627040597,-79.64333333334271,-78.41447552448477,-78.8858041958135,-77.37139860140772,-76.46179487180387,-79.11370629371561,-79.75645687646629,-80.85939393940347,-83.14627039628019,-85.45160839161846,-82.29538461539431,-79.11715617716551,-77.40601398602311,-77.67272727273644,-77.51641025641939,-77.67843822844739,-76.01953379954276,-73.55475524476392,-72.09396270397119,-74.93398601399484,-77.98720279721198,-81.53550116551077,-82.31524475525445,-81.01780885781841,-79.11344988345921,-73.87100233101103,-71.75389277390121,-74.1759440559528,-77.88729603730522,-80.91072261073214,-80.98899766900722,-79.07403263404196,-75.55524475525365,-73.30128205129068,-76.53962703963606,-79.13787878788811,-79.61606060607,-79.05869463870397,-77.26885780886691,-74.43503496504374,-71.57559440560284,-74.0685547785635,-78.53405594406519,-81.5700000000096,-84.02650349650352,-82.92391608391594,-78.39905594405548,-73.91790209790099,-77.62982517482334
87° ; -6°,-76.47730769230755,-74.16398601398572,-78.48164335664305,-82.5404195804193,-84.03251748251722,-83.62027972028959,-84.55745920746917,-86.20258741259757,-87.49303030304063,-86.16790209791226,-84.05445221446212,-82.04759906760874,-79.25517482518417,-78.10881118882038,-78.85312354313282,-77.75524475525393,-76.90643356644262,-79.36540792541727,-80.1066666666761,-81.46228438229396,-83.36951048952031,-85.34303030304036,-80.88195804196756,-77.4252913753005,-76.44011655012557,-77.99349650350568,-78.85867132868061,-79.07636363637296,-76.49696969697871,-73.31636363637229,-71.21951048951888,-75.26489510490399,-79.24916083917016,-83.40769230770212,-84.13279720280711,-82.01627039628006,-78.87857808858739,-73.40158508159374,-71.33326340327181,-72.99564102564962,-75.63927738928632,-79.10834498835432,-80.21055944056889,-79.55268065269001,-76.60058275059178,-73.98170163171035,-75.75286713287606,-77.65102564103479,-79.13337995338927,-79.46645687646622,-77.46748251749165,-74.52734265735143,-71.33286713287553,-73.78608391609261,-78.21794871795792,-81.14743589744546,-83.50622377622365,-82.44853146853137,-78.12942890442868,-73.88342657342591,-77.50716783216657
87° ; -3°,-76.62477272727267,-74.2819930069928,-78.6455652680651,-82.74062937062926,-84.21993006993,-83.7417016317115,-84.56771561772557,-86.1431701631803,-87.42706293707325,-86.05641025642039,-83.99899766900757,-82.10062937063904,-79.3092307692401,-78.21652680653602,-79.09983682984614,-77.68321678322596,-77.22871794872705,-79.82724941725883,-80.21181818182762,-81.1021678321774,-82.27018648019617,-84.02986013987004,-81.22557109558068,-78.90571095572025,-78.0842191142283,-78.33722610723532,-78.16682983683904,-78.05706293707212,-75.76692307693203,-73.6179254079341,-72.18997668998519,-75.54298368299258,-79.80536130537072,-84.41944055945049,-85.40011655012661,-83.2399533799632,-79.57419580420517,-74.25934731935605,-72.43965034965889,-73.2045454545541,-74.95244755245638,-78.51988344989269,-80.23184149185094,-80.14750582751526,-77.57752913753829,-74.7720745920834,-75.41424242425131,-76.60561771562674,-78.59794871795796,-79.50953379954316,-77.51596736597651,-74.59836829837707,-71.41799533800375,-73.76440559441428,-78.15771561772483,-81.04044289045244,-83.41055944055945,-82.40076923076921,-78.13537296037276,-73.89692307692255,-77.40891608391497
87° ; 0°,-76.79389860139857,-74.14339160839141,-78.63392191142171,-82.89013986013971,-84.39999999999988,-83.81764568765557,-84.57825174826174,-85.98375291376306,-87.05724941725968,-85.61335664336673,-83.37006993007977,-81.26083916084872,-78.65927738928664,-77.61766899767815,-78.40846153847076,-77.350442890452,-76.35930069930971,-78.81079254080183,-80.06815850816794,-81.82090909091873,-83.76862470863458,-85.42862470863477,-81.52820512821475,-77.90827505828426,-76.62426573427476,-78.01489510490431,-78.55188811189737,-78.5482284382377,-76.34587412588313,-73.4944988345075,-71.56307692308536,-74.8195104895193,-78.46074592075517,-82.61846153847127,-84.02967365968357,-82.82780885781861,-80.06414918415862,-75.17981351982236,-73.22780885781751,-74.16869463870337,-76.12724941725837,-78.94051282052212,-79.64969696970634,-78.60934731935657,-75.93596736597631,-73.77060606061475,-75.2656410256499,-77.03121212122119,-78.50888111889037,-78.91440559441489,-77.13692307693216,-74.35435897436774,-71.52300699301541,-73.78076923077792,-78.03745920746839,-80.86370629371582,-83.16174825174825,-82.14825174825174,-77.95249999999989,-73.80122377622331,-77.27725524475441
87° ; 3°,-76.52333916083903,-73.96052447552417,-78.3319172494169,-82.42783216783184,-83.82090909090878,-83.19515151516131,-83.94282051283041,-85.50181818182826,-86.79391608392632,-85.76853146854157,-84.06006993007983,-82.34142191143161,-79.73065268066209,-78.67930069930998,-79.48545454546391,-77.8793006993099,-77.3060139860231,-79.90727272728213,-80.3690909091004,-81.42552447553406,-83.06575757576735,-85.08608391609394,-81.65286713287675,-78.80356643357572,-77.95459207460125,-78.5041025641118,-78.75044289045218,-79.02449883450817,-76.6259440559531,-73.62820512821379,-71.55634032634876,-74.72615384616266,-78.45356643357567,-82.89848484849462,-84.25163170164163,-82.80013986014961,-79.76736596737538,-74.69032634033515,-72.67275058275914,-73.89673659674531,-76.25713286714185,-79.14790209791141,-79.80335664336604,-78.79484848485777,-76.11613053613951,-74.22076923077798,-76.18512820513718,-78.08132867133787,-79.18214452215386,-79.11051282052213,-77.09899766900676,-74.25072261073136,-71.39909090909931,-73.80997668998539,-78.0444289044381,-80.90144522145475,-83.20188811188831,-82.16895104895119,-77.9427913752913,-73.77409090909065,-77.28463286713198
87° ; 6°,-76.7697377622376,-73.92430069930045,-78.49649766899745,-82.86300699300682,-84.39552447552435,-83.73403263404249,-84.36023310024304,-85.76717948718958,-86.91025641026664,-85.90118881119894,-84.09557109558101,-82.12151515152483,-79.11675990676923,-77.78759906760823,-78.51184149185075,-77.46699300700215,-76.47023310024213,-79.0018648018741,-79.20006993007928,-80.64263403264354,-82.70911421912398,-84.86198135199135,-81.5644055944152,-78.51533799534724,-76.92363636364541,-77.63046620047534,-77.6733566433658,-78.06734265735186,-75.77976689977584,-73.40046620047485,-71.98100233101083,-75.34445221446109,-78.8604895104988,-82.71349650350624,-83.45766899767884,-81.68869463870426,-78.92930069931002,-74.24216783217659,-72.81300699301556,-73.76993006993877,-75.56333333334223,-78.88540792541721,-80.32242424243371,-79.74473193474132,-76.9826340326431,-74.17766899767773,-74.9518414918503,-76.07829836830734,-77.82818181819098,-78.67678321679247,-76.92717948718855,-74.27207459208334,-71.47104895105738,-73.68743589744457,-77.86601398602318,-80.63121212122162,-82.87349650349654,-81.88034965034963,-77.78530303030286,-73.74671328671289,-77.17506993006886
87° ; 9°,-76.55966783216789,-74.10479020979021,-78.48738344988347,-82.62118881118887,-84.10034965034978,-83.56960372961358,-84.28536130537123,-85.86319347320358,-87.22629370630398,-86.09079254080268,-84.2459906760006,-82.41454545455517,-79.5028671328765,-78.24620046620969,-79.14020979021912,-77.95039627040545,-77.4840792540884,-80.00349650350594,-80.39659673660623,-81.11811188812145,-82.8075757575855,-84.97156177157179,-81.5648484848581,-78.81011655012583,-77.6782517482609,-78.1234965035057,-78.28193473194395,-78.46953379954303,-76.29200466201365,-73.47878787879655,-71.65722610723455,-75.22254079254965,-79.2941025641119,-83.81934731935718,-84.74123543124541,-82.64655011655987,-79.1982517482611,-73.94557109557982,-72.02738927739776,-72.99314685315544,-74.92662004662887,-78.48375291376215,-80.0999300699395,-80.01487179488123,-77.32009324010235,-74.48326340327219,-75.52328671329562,-77.10634032634941,-79.15419580420513,-79.9931701631796,-77.89960372961292,-74.85020979021859,-71.50282051282895,-73.81592074592945,-78.15850815851736,-80.93853146854099,-83.21447552447515,-82.16531468531424,-77.9178321678315,-73.69643356643262,-77.07930069929878
87° ; 12°,-76.74599650349637,-73.84877622377597,-78.29734848484824,-82.51930069930053,-83.92433566433559,-83.1802331002429,-83.77424242425231,-85.28720279721284,-86.55039627040645,-85.81533799534812,-84.3499067599167,-82.64424242425214,-79.83575757576698,-78.51787878788805,-79.12396270397203,-77.48699300700214,-76.46561771562672,-79.05312354313283,-78.9742191142284,-80.54925407926358,-82.24680652681621,-84.30032634033627,-81.51587412588373,-78.9328205128298,-77.71179487180402,-77.94629370630288,-77.67951048951963,-78.00149184150104,-75.5123076923166,-73.6137529137616,-72.22310023310874,-75.28748251749138,-78.82121212122141,-82.89480186481163,-83.98237762238752,-82.49974358975331,-79.85759906760849,-74.83095571096453,-72.90202797203656,-74.37284382285259,-76.80431235432141,-79.47298368299306,-79.94617715618658,-78.47421911422836,-75.55163170164062,-73.4242890442977,-75.48629370630259,-77.42044289045201,-78.43839160840085,-78.5103263403356,-76.84270396271302,-74.28459207460084,-71.79979020979866,-73.94696969697841,-77.97079254080171,-80.65668997669947,-82.83860139860131,-81.82727272727261,-77.72840326340297,-73.63321678321613,-76.83961538461435
87° ; 15°,-76.90783216783213,-73.90230769230749,-78.47289044289025,-82.8260839160838,-84.2836363636363,-83.51407925408908,-84.09871794872787,-85.51384615385624,-86.7250815850918,-85.82885780886792,-84.14664335665327,-82.2779254079351,-79.42596736597672,-78.10780885781806,-78.65806526807454,-77.34083916084829,-76.09137529138427,-78.57979020979947,-79.30559440560374,-80.96533799534753,-82.63139860140835,-84.32191142192137,-80.2042890442985,-76.890069930079,-76.11832167833064,-78.00662004662921,-78.76731934732861,-78.95055944056874,-76.29358974359874,-73.39899766900632,-71.32158508159348,-74.7593006993095,-78.29417249418172,-82.2319114219211,-83.41321678322663,-82.12617715618683,-79.78219114220055,-74.53993006993886,-72.39403263404115,-74.35461538462414,-77.42580419581331,-80.2428671328766,-80.45018648019595,-78.73972027972955,-75.40293706294594,-73.07939393940255,-75.79426573427466,-78.26160839161761,-79.21431235432169,-79.11972027972962,-77.43664335665248,-74.66946386947268,-71.86410256411104,-74.15025641026517,-78.4111188811281,-81.23305361306318,-83.5365734265734,-82.4741258741257,-78.15761655011622,-73.84877622377552,-77.24666083915947
87° ; 18°,-76.70248251748234,-73.94426573426539,-78.39509324009288,-82.66139860139829,-84.20643356643328,-83.66372960373947,-84.42468531469527,-85.9396969697071,-87.15128205129233,-86.09344988346002,-84.21745920746915,-82.29720279721248,-79.46925407926344,-78.12738927739848,-78.70951048951977,-77.63736596737512,-76.5720512820603,-79.02685314686246,-80.22163170164116,-81.55405594406555,-83.52324009324991,-85.33163170164175,-80.94466200467154,-77.18575757576667,-75.93806526807421,-77.72510489511404,-78.62659673660599,-78.72757575758503,-76.53631701632602,-73.26855477856343,-71.12855477856314,-74.54386946387824,-78.06174825175745,-82.05699300700267,-83.22058275059256,-81.90027972028936,-79.53116550117487,-74.12962703963578,-71.76181818182664,-73.86146853147723,-77.27685314686224,-80.30510489511437,-80.49221445222393,-78.9134965035058,-75.51659673660563,-73.3341025641112,-76.500372960382,-79.35277389278326,-80.31151515152463,-80.0375757575852,-78.1164801864894,-75.05284382285267,-71.84804195805043,-74.34142191143066,-78.77221445222372,-81.67713286714249,-84.04342657342646,-82.89748251748227,-78.36763986013926,-73.86192307692183,-77.40323426573238
87° ; 21°,-76.54931818181814,-74.15912587412575,-78.47335081585072,-82.59888111888108,-84.19804195804196,-83.88955710956701,-84.8816083916184,-86.49554778555797,-87.64979020980053,-86.20116550117565,-83.96447552448541,-81.92818181819149,-79.11144522145455,-77.94904428905348,-78.60664335665261,-77.56792540793455,-76.42944055944957,-79.10923076924009,-80.67503496504447,-82.50331002331974,-84.0888111888211,-85.40510489511496,-80.19356643357588,-76.40456876457776,-75.65212121213014,-78.24370629371549,-79.5544988345082,-79.72857808858748,-76.90953379954287,-73.34627039627904,-71.02475524476361,-75.02738927739811,-79.20079254080187,-83.84557109558096,-85.10701631702635,-83.32219114220095,-79.93412587413529,-74.82708624709505,-72.88648018648877,-73.14815850816714,-74.55696969697848,-78.36515151516075,-80.5016550116645,-80.76023310024262,-78.13974358975281,-74.82270396271278,-75.0222144522233,-76.17363636364534,-78.70153846154773,-80.19298368299312,-78.31557109558031,-75.28307692308579,-71.7828438228523,-74.0624941725029,-78.60932400933328,-81.50517482518441,-83.90069930069956,-82.7762937062941,-78.25599650349692,-73.76905594405625,-77.39627622377627
87° ; 24°,-76.69937062937062,-74.00713286713277,-78.63818181818175,-83.02454545454545,-84.56300699300706,-83.89818181819172,-84.46564102565098,-85.85671328672339,-87.09920745921772,-85.85617715618727,-83.85832167833156,-81.83710955711919,-78.91601398602329,-77.6359207459299,-78.48627039627964,-77.60382284383199,-76.61799533800436,-78.88762237763167,-79.49027972028908,-80.85251748252699,-82.58925407926381,-84.50130536131532,-79.89354312355255,-76.51799533800435,-75.84724941725835,-78.17829836830758,-79.60489510490447,-80.19240093241038,-77.29118881119794,-73.51293706294572,-70.88072261073096,-74.97932400933283,-79.33279720280656,-84.15890442891434,-85.44207459208465,-83.47025641026624,-79.75545454546393,-74.43911421912298,-72.47620046620901,-73.14151515152378,-74.84496503497385,-78.50002331003256,-80.28445221446168,-80.277109557119,-77.63020979021893,-74.56867132868011,-75.10981351982235,-76.49142191143092,-78.84289044289973,-80.10041958042902,-78.16032634033554,-75.0999300699389,-71.64076923077768,-73.909044289053,-78.38501165502088,-81.21804195805153,-83.54706293706288,-82.47167832167816,-78.12746503496466,-73.83311188811123,-77.3806118881104
87° ; 27°,-76.4129020979022,-74.07216783216782,-78.26583916083916,-82.20972027972033,-83.63328671328682,-83.19468531469512,-84.07163170164162,-85.7876923077024,-87.26967365968395,-86.0735664335766,-84.14037296038288,-82.33305361306331,-79.64710955711894,-78.44974358975283,-79.16293706294638,-78.01009324010244,-77.50599067599981,-80.09662004662948,-81.4123310023406,-82.0312587412684,-83.62111888112874,-85.3184615384716,-82.20827505828476,-79.3422144522238,-77.59974358975273,-77.72515151516068,-77.56913752914667,-77.42927738928653,-76.18923076923974,-73.75778554779424,-72.43447552448407,-75.37801864802752,-78.87811188812117,-82.98734265735243,-83.68261072262058,-81.72219114220078,-78.79214452215382,-73.60995337996206,-71.72995337996183,-73.32592074592938,-75.95153846154741,-79.22512820513754,-79.84776223777165,-79.17489510490442,-76.03529137530033,-73.450326340335,-76.04738927739824,-78.88834498835429,-80.74335664336614,-81.1038461538557,-78.87118881119811,-75.46272727273617,-71.548764568773,-74.06657342658215,-78.71554778555705,-81.67000000000962,-84.1240559440558,-82.99111888111852,-78.39241258741205,-73.80405594405481,-77.42129370629169
87° ; 30°,-76.63284965034941,-74.06262237762206,-78.37075174825146,-82.39412587412565,-83.73909090909072,-83.10818181819161,-83.90855477856466,-85.51435897436906,-86.85997668998694,-85.75428904429914,-83.93060606061594,-82.12960372961342,-79.4291608391702,-78.33055944056868,-79.08242424243356,-77.69792540793459,-76.95456876457783,-79.6177389277483,-80.20356643357589,-81.46442890443849,-83.45172494173477,-85.58967365968373,-82.21948717949687,-79.14104895105828,-77.73715617716532,-78.19755244756166,-78.2322843822936,-78.57934731935659,-76.52289044289948,-73.80566433567304,-72.00424242425092,-75.02615384616269,-78.37048951049876,-82.30480186481157,-83.26146853147833,-81.76745920746883,-79.21447552448488,-74.08496503497375,-72.2574125874211,-73.8911655011742,-76.60804195805098,-79.88074592075533,-80.60785547786496,-79.49477855478794,-76.19116550117448,-73.48321678322544,-75.68051282052176,-77.9149184149276,-79.41086247087183,-79.78137529138469,-77.89874125875043,-74.91032634033519,-71.67601398602244,-74.07205128206002,-78.49834498835425,-81.38965034965993,-83.77573426573419,-82.70342657342643,-78.28853146853123,-73.88545454545392,-77.40797202797094
87° ; 33°,-76.3530594405595,-74.03961538461533,-78.18986596736589,-82.02580419580414,-83.31370629370628,-82.76086247087223,-83.63741258742243,-85.36135198136203,-86.7576223776326,-85.74582750583761,-84.06685314686305,-82.42566433567406,-79.83498834499775,-78.8237529137622,-79.58561771562708,-78.08578088579007,-77.19878787879698,-79.93195804196746,-80.04750582751525,-81.62428904429866,-83.22687645688626,-85.19223776224781,-81.35226107227064,-78.33067599068521,-77.34685314686223,-78.1606759906852,-78.46885780886704,-79.20876456877392,-76.37930069930971,-73.6393240093327,-71.56557109557953,-75.12421911422797,-79.08892773893706,-83.57601398602382,-84.61118881119879,-82.60780885781858,-79.29055944056879,-73.6767832167919,-71.63286713287556,-73.51967365968233,-76.48251748252649,-79.67557109558048,-80.39184149185097,-79.34862470863406,-76.33815850816751,-74.08480186481059,-76.36137529138429,-78.35601398602321,-79.31354312355246,-79.16011655012588,-77.1593473193564,-74.35895104895982,-71.50475524476366,-73.98638694639565,-78.28624708625631,-81.20981351982307,-83.56657342657311,-82.50293706293661,-78.13979603729523,-73.77611888111744,-77.18222027971794
87° ; 36°,-76.75202797202792,-73.97552447552432,-78.49641025641013,-82.77209790209783,-84.22104895104894,-83.50354312355299,-84.09368298369289,-85.47165501166506,-86.63797202798223,-85.62184149185158,-83.9435198135297,-82.20934731935702,-79.54240093241029,-78.48149184150108,-79.28715617716551,-77.7556643356735,-77.00897435898342,-79.6569696969791,-79.65529137530075,-80.99685314686269,-82.86139860140837,-84.96645687646689,-82.04568764569731,-79.32433566434503,-77.93263403264322,-77.99340326341246,-77.84139860140778,-78.39813519814442,-76.14473193474089,-73.87967365968235,-72.44219114219968,-75.38296037296926,-78.75974358975287,-82.85750582751558,-83.88946386947376,-82.39773892774863,-79.67710955711894,-74.93463869464753,-73.21090909091772,-74.33813519814396,-76.46529137530041,-79.03083916084847,-79.63289044289984,-78.27379953380876,-75.55240093240982,-73.44885780886645,-75.05969696970581,-76.66671328672231,-77.76536130537046,-78.0312121212213,-76.52244755245658,-74.09027972028845,-71.77433566434412,-73.98426573427446,-78.1127972028064,-80.89766899767852,-83.11755244755234,-82.07482517482501,-77.90219696969652,-73.77059440559351,-77.12550699300559
87° ; 39°,-76.8396328671328,-73.90339160839136,-78.51028554778529,-82.92475524475503,-84.4589510489509,-83.73561771562758,-84.24163170164162,-85.53505827506837,-86.64431235432257,-85.55125874126884,-83.76829836830824,-81.94116550117515,-79.45104895105833,-78.2278554778647,-79.04149184150114,-77.88568764569683,-77.17967365968275,-79.28920745921681,-80.74531468532419,-81.5683682983779,-83.4622610722709,-85.20037296038299,-81.59794871795835,-78.27002331003253,-76.8508158508249,-77.94741258742178,-78.7744755244848,-78.68202797203725,-77.34944055944968,-74.12773892774767,-72.15398601399451,-74.9892074592163,-78.10745920746841,-82.20687645688612,-83.56867132868118,-82.63130536131511,-80.16097902098848,-75.73951048951942,-73.97606060606932,-74.36382284383161,-75.82594405595299,-78.388251748261,-79.18023310024245,-78.10403263404183,-75.54132867133758,-73.35815850816715,-74.37855477856354,-75.78953379954272,-77.38305361306274,-78.1283916084008,-76.6666433566524,-74.14897435898311,-71.633426573435,-73.82731934732803,-78.02321678322598,-80.82904428905383,-83.07713286713292,-82.04846153846157,-77.88018065268054,-73.76220279720242,-77.17624125874038
87° ; 42°,-76.63451048951045,-73.83118881118858,-78.21875291375267,-82.42377622377603,-83.92475524475509,-83.36557109558092,-84.1564568764668,-85.71995337996346,-86.97018648019672,-85.98170163171176,-84.32102564103559,-82.62874125875098,-80.10289044289989,-78.82342657343585,-79.36678321679257,-77.57398601399517,-76.85426573427479,-79.18834498835433,-79.86174825175767,-80.60389277390226,-82.32251748252716,-84.3828671328771,-81.50482517483478,-78.90764568765499,-77.98799533800451,-78.48960372961297,-78.70335664336592,-78.70972027972955,-76.87426573427481,-73.9201864801952,-72.10759906760755,-74.92689976690859,-77.94685314686235,-81.65909090910054,-82.64934731935705,-81.51009324010283,-79.36431235432171,-74.815804195813,-73.19237762238625,-74.436107226116,-76.80051282052186,-79.69433566434505,-80.2714918415013,-79.00382284383215,-75.87657342658238,-73.43682983683848,-75.47682983683873,-77.5222843822935,-78.86529137530067,-79.18477855478788,-77.48219114220028,-74.65412587413468,-71.7054312354397,-74.04400932401805,-78.37927738928663,-81.23167832168788,-83.56370629370645,-82.46727272727291,-78.07020979020977,-73.72111888111854,-77.30321678321597
87° ; 45°,-76.4356468531467,-73.85646853146822,-78.03280303030269,-82.02720279720246,-83.49174825174791,-83.06324009324989,-83.96960372961361,-85.67615384616394,-87.1114918415021,-86.08226107227122,-84.37566433567429,-82.75937062938038,-80.25216783217729,-78.99491841492772,-79.62715617716555,-77.80829836830753,-77.87379953380871,-80.13585081586024,-82.49836829837801,-81.67813519814483,-83.06016317017298,-84.8254079254179,-82.07209790210757,-79.38375291376228,-78.13209790210712,-77.78473193474109,-77.81813519814438,-76.75508158509064,-76.93759906760815,-73.98151515152387,-72.44475524476378,-74.73874125875005,-77.58710955711871,-81.19090909091865,-81.99601398602364,-80.86207459208413,-78.99268065268997,-74.19060606061481,-72.28610722611576,-73.67480186481055,-76.37890442891343,-79.64846153847091,-80.42706293707242,-79.48086247087184,-76.26580419581319,-73.77503496504367,-76.25806526807426,-78.51475524476449,-79.74799533800474,-79.7820979021073,-77.80326340327257,-74.81445221446103,-71.58205128205972,-74.04631701632574,-78.46857808858734,-81.38261072262031,-83.75951048951053,-82.64209790209789,-78.16820512820483,-73.75538461538397,-77.43475524475393
90° ; -45°,-76.52706293706261,-74.24874125874075,-78.85020979020928,-83.11461538461492,-84.60251748251707,-83.98496503497493,-84.60496503497498,-85.98191142192155,-87.2463403263506,-85.62512820513828,-83.25617715618696,-81.14715617716574,-78.59620046620972,-77.37289044289955,-78.26242424243345,-78.01011655012573,-77.44939393940307,-79.4459440559534,-81.59268065269028,-82.53531468532444,-84.21675990676982,-85.82069930070942,-81.49874125875084,-77.60510489511404,-76.51319347320249,-79.00498834499763,-80.51335664336612,-80.12951048951993,-78.22524475525398,-73.90571095571967,-70.8606060606144,-74.03039627040499,-78.17538461539382,-83.0102564102662,-85.03470862471863,-84.01156177157166,-80.75256410257363,-75.50804195805085,-73.4047785547872,-73.467995338004,-74.84585081585963,-78.72857808858735,-80.71298368299318,-80.8815617715713,-78.25477855478778,-74.72300699301582,-74.65167832168711,-75.72226107226999,-78.4889510489603,-80.29244755245703,-78.47783216784143,-75.28277389278277,-71.50799533800378,-73.84955710956581,-78.81321678322607,-82.04834498835464,-84.72328671328701,-83.60629370629405,-78.81708624708654,-74.011328671329,-77.81601398601381
