Conf. θₙ ; Φₙ,θᵣ=-90,θᵣ=-87,θᵣ=-84,θᵣ=-81,θᵣ=-78,θᵣ=-75,θᵣ=-72,θᵣ=-69,θᵣ=-66,θᵣ=-63,θᵣ=-60,θᵣ=-57,θᵣ=-54,θᵣ=-51,θᵣ=-48,θᵣ=-45,θᵣ=-42,θᵣ=-39,θᵣ=-36,θᵣ=-33,θᵣ=-30,θᵣ=-27,θᵣ=-24,θᵣ=-21,θᵣ=-18,θᵣ=-15,θᵣ=-12,θᵣ=-9,θᵣ=-6,θᵣ=-3,θᵣ=0,θᵣ=3,θᵣ=6,θᵣ=9,θᵣ=12,θᵣ=15,θᵣ=18,θᵣ=21,θᵣ=24,θᵣ=27,θᵣ=30,θᵣ=33,θᵣ=36,θᵣ=39,θᵣ=42,θᵣ=45,θᵣ=48,θᵣ=51,θᵣ=54,θᵣ=57,θᵣ=60,θᵣ=63,θᵣ=66,θᵣ=69,θᵣ=72,θᵣ=75,θᵣ=78,θᵣ=81,θᵣ=84,θᵣ=87,θᵣ=90
-78° ; 33°,-76.44498251748247,-74.09451048951027,-78.32349067599048,-82.19167832167822,-83.38363636363636,-82.59354312355286,-83.09990675991655,-84.4792074592174,-85.78622377623388,-84.81599067600068,-83.26324009324989,-81.71526806527768,-79.37484848485784,-78.62284382285307,-79.63088578089517,-78.13937062937983,-77.65317016317933,-80.18976689977636,-80.23899766900713,-81.49496503497463,-83.1258508158606,-85.17265734266738,-81.60375291376253,-78.88680652681582,-77.8730536130628,-78.28307692308614,-78.78212121213048,-79.57179487180426,-77.26934731935643,-74.58764568765447,-72.51487179488035,-75.60198135199028,-78.85296037296966,-83.02566433567414,-83.85536130537118,-82.1302797202894,-79.21752913753846,-73.82776223777093,-71.76041958042805,-72.85820512821371,-75.23571095571981,-78.64205128206055,-80.13906759907704,-79.49337995338932,-76.93410256411163,-74.71284382285265,-76.19435897436796,-77.31382284383194,-78.03125874126793,-77.86412587413504,-75.95449883450777,-73.55181818182685,-71.39531468532311,-73.71361305362176,-77.73902097903013,-80.5453379953475,-82.76496503496496,-81.7893706293703,-77.75096736596677,-73.74454545454437,-77.02996503496308
-78° ; 36°,-76.79767482517461,-73.9608041958039,-78.4919638694636,-82.73643356643336,-84.0587412587411,-83.11708624709604,-83.3722377622476,-84.56303030304028,-85.77524475525487,-84.86312354313355,-83.33370629371612,-81.71370629371592,-79.3547319347413,-78.36018648019571,-79.3398834498928,-78.00974358975279,-77.4924941725033,-79.7223543123637,-79.93601398602341,-80.55860139861089,-82.01002331003298,-83.92871794872784,-81.31675990676948,-78.9158041958135,-78.05668997669918,-78.38174825175747,-78.44279720280642,-78.43088578089501,-76.51944055944958,-73.96086247087118,-72.34405594406446,-75.28804195805083,-78.63808857809784,-82.66403263404239,-83.80153846154833,-82.48797202798174,-79.75093240094179,-74.98300699301583,-73.17806526807391,-74.18421911422786,-76.19627039627937,-78.5975291375384,-79.07652680653611,-77.55883449884362,-75.01678321679205,-73.22331002331863,-74.7630069930158,-76.21722610723508,-77.07857808858718,-77.22156177157086,-75.85675990676884,-73.60503496504363,-71.59356643357486,-73.79272727273596,-77.84610722611639,-80.64508158509109,-82.86713286713294,-81.87377622377613,-77.80002913752882,-73.77625874125778,-77.14683566433388
-78° ; 39°,-76.6172727272726,-74.17517482517454,-78.54988344988318,-82.66671328671308,-84.13734265734249,-83.61673659674645,-84.42142191143186,-85.87275058276072,-86.98088578089605,-85.47405594406602,-83.26088578089559,-81.29016317017275,-78.86694638695568,-77.93079254080172,-78.74368298369224,-77.36699300700212,-76.87205128206034,-79.24284382285316,-80.70867132868084,-81.13536130537085,-82.92125874126852,-84.62272727273725,-82.15326340327307,-79.53895104896041,-77.71389277390192,-77.54074592075504,-77.32025641026551,-77.22748251749161,-76.82468531469436,-74.49645687646566,-73.10473193474056,-74.81531468532351,-77.02121212122121,-80.80270396271347,-82.23291375292342,-81.83578088579053,-79.97428904429846,-75.47421911422799,-73.61384615385481,-73.8407226107313,-75.3614452214541,-78.41923076924002,-79.636363636373,-78.62582750583678,-75.83843822844716,-73.33020979021843,-74.42678321679199,-75.59829836830728,-77.054731934741,-77.76212121213038,-76.3062703962794,-73.89244755245626,-71.55533799534643,-73.74179487180356,-77.897505827515,-80.70578088579039,-82.97111888111911,-81.97720279720298,-77.84536130536131,-73.73454545454499,-77.07902097902002
-78° ; 42°,-76.62349650349663,-73.91916083916081,-78.31864801864799,-82.4911188811189,-83.93958041958044,-83.31934731935715,-84.03412587413577,-85.53020979021984,-86.75792540793562,-85.65620046621055,-83.88631701632688,-82.04871794872761,-79.46997668998604,-78.36627039627965,-79.28606060606992,-77.93109557110476,-77.65060606061522,-79.74484848485787,-80.48638694639644,-80.06981351982296,-81.13524475525432,-82.94804195805175,-80.73673659674611,-78.76275058275988,-78.29930069930992,-78.64023310024238,-78.46783216784141,-77.72216783217698,-76.64724941725845,-74.00958041958916,-72.03349650350499,-74.45983682984561,-77.66053613054528,-81.76937062938025,-83.39428904429887,-82.60351981352956,-80.23724941725888,-74.94347319348202,-72.758904428913,-74.47310023310902,-77.22237762238672,-80.1605827505922,-80.41347319348266,-78.83065268066197,-75.53624708625598,-73.10293706294567,-75.39216783217671,-77.6954545454637,-78.89487179488108,-79.09463869464801,-77.4334265734357,-74.58645687646566,-71.53906759907602,-73.87403263404134,-78.24706293707216,-81.12841491842448,-83.48986013986016,-82.40979020979006,-78.03021561771533,-73.74150349650252,-77.50410839160699
-78° ; 45°,-76.32187062937062,-73.95402097902081,-78.22513403263385,-82.26888111888097,-83.72272727272716,-83.17158508159488,-83.6865967366066,-85.02317016318018,-86.43452214453234,-85.15477855478858,-83.19969696970676,-81.53335664336626,-79.22475524476458,-77.92571095572013,-78.52729603730528,-77.68041958042872,-77.39247086247998,-79.47011655012591,-81.7801165501262,-82.63867132868106,-84.11981351982342,-85.45438228439235,-82.15487179488147,-78.83834498835428,-77.41179487180399,-78.07013986014906,-78.37055944056868,-77.40720279721191,-76.24473193474091,-73.42710955711821,-71.64589743590588,-74.30745920746796,-77.40202797203709,-80.85107226108178,-81.90489510490475,-80.89958041958995,-78.92482517483447,-73.90125874126745,-71.92233100233948,-73.23766899767763,-75.71494172495065,-79.25629370630303,-80.40783216784165,-79.60258741259679,-76.43051282052181,-73.4186946387033,-75.02778554779437,-76.66578088578991,-78.07452214453134,-78.61955710956637,-76.98480186481093,-74.26648018648893,-71.19379953380793,-73.65615384616254,-78.22657342658265,-81.36913752914711,-83.91867132867135,-82.84440559440553,-78.29873543123504,-73.84765734265642,-77.85596153845982
-75° ; -45°,-76.41115384615388,-74.37370629370614,-78.44472027972012,-82.22314685314673,-83.61944055944048,-83.31517482518464,-84.42550116551112,-86.15447552448566,-87.44613053614084,-85.72864801865812,-83.25324009324993,-81.36121212122171,-79.38559440560375,-78.37417249418172,-78.74536130537057,-77.35582750583664,-76.4025407925498,-78.51214452215376,-80.70076923077873,-81.91573426574394,-83.94202797203785,-85.49780885781894,-82.60240093241067,-79.44361305362241,-77.2877156177247,-77.58389277390192,-77.7205594405686,-77.52144522145436,-76.78955710956618,-73.98293706294578,-72.62834498835353,-75.15186480187366,-78.37710955711879,-82.58932400933374,-83.65860139861127,-82.05659673660641,-78.97258741259674,-74.47899766900643,-73.47657342658208,-73.07221445222305,-73.85321678322546,-78.49069930070854,-81.60191142192103,-82.43624708625681,-79.89701631702575,-75.63645687646579,-74.13032634033506,-73.88557109557979,-76.80897435898342,-79.13515151516084,-77.43822843823756,-74.66902097902978,-71.3495337995422,-73.63617715618582,-78.42027972028895,-81.68706293707257,-84.35013986014,-83.30153846153848,-78.65888111888103,-73.99643356643308,-77.74818181818054
-75° ; -42°,-76.9126398601398,-74.23318181818163,-78.8635489510488,-83.19769230769222,-84.64468531468526,-83.88545454546443,-84.44048951049946,-85.73666666667678,-86.90123543124567,-85.4361538461639,-83.19477855478836,-81.07515151516107,-78.49037296038222,-77.43023310024223,-78.36286713287637,-77.8465734265826,-77.1169930070021,-79.54764568765505,-81.08890442891399,-82.52843822844795,-84.44102564103558,-85.81920745921758,-83.1030069930168,-79.78783216784157,-77.32557109558022,-77.44144522145433,-76.98720279721186,-76.56981351982255,-75.42974358975248,-73.61790209791077,-72.9714219114305,-75.83972027972922,-79.40561771562706,-83.20137529138509,-83.78405594406581,-81.82806526807491,-78.85107226108155,-74.23811188812064,-72.97937062937922,-72.60328671329528,-73.15195804196665,-77.17552447553356,-79.90379953380895,-80.65696969697919,-78.3324708624801,-74.59314685315564,-73.57505827506694,-73.61282051282917,-76.26193473194373,-78.20498834499756,-76.56317016317918,-74.00990675991548,-70.96995337996175,-73.20076923077785,-77.60468531469446,-80.62121212122162,-83.11916083916054,-82.24916083916037,-78.13565268065187,-74.07790209790066,-77.83884615384395
-75° ; -39°,-77.13575174825174,-74.12416083916064,-78.89628787878767,-83.40930069930054,-84.8579720279719,-83.88102564103554,-84.07594405595395,-85.05706293707297,-86.1024242424344,-84.79734265735267,-82.73785547786522,-80.66648018648971,-78.15741258742182,-77.11526806527715,-78.15384615385537,-77.25773892774802,-76.68771561772465,-78.4154778554871,-78.95986013986943,-79.21648018648952,-80.93585081586036,-83.12333333334313,-81.56832167833127,-79.52265734266673,-78.24314685315608,-78.13750582751504,-77.61557109558022,-76.99650349651257,-75.66079254080147,-73.3327039627126,-72.11594405595257,-74.86519813520695,-78.60344988345915,-82.63265734266706,-83.60249417250404,-81.99247086248052,-78.84568764569694,-74.67470862471744,-73.25030303031167,-72.24561771562624,-71.97223776224624,-75.08296037296921,-77.47885780886695,-78.15484848485768,-76.4190909090999,-73.39808857809722,-71.84365967366813,-71.55916083916925,-74.27282051282926,-76.50214452215353,-75.3860839160928,-73.36510489511355,-70.85916083916919,-72.93046620047478,-77.048414918424,-79.99449883450825,-82.39321678321673,-81.6080419580418,-77.78269813519766,-74.08031468531382,-77.90554195804054
-75° ; -36°,-77.08332167832155,-74.48552447552412,-79.25085081585043,-83.74139860139825,-85.3135664335661,-84.5884382284482,-85.06603729604731,-85.97890442891455,-86.59202797203817,-84.75561771562772,-82.1637529137626,-79.90286713287654,-77.92932400933319,-77.30662004662915,-78.37748251749177,-77.16114219115128,-77.18557109558017,-78.45682983683909,-80.87615384616336,-82.30067599068568,-84.25881118882113,-84.9646386946487,-83.03452214453192,-79.93752913753855,-77.82445221446137,-76.53172494173394,-76.09925407926303,-74.14708624709499,-73.51398601399468,-72.00510489511339,-72.30580419581273,-74.70911421912304,-78.30291375292299,-82.4034498834596,-84.16333333334325,-83.24799533800514,-79.94398601399544,-76.37389277390177,-75.14939393940278,-74.0434265734353,-73.44643356644222,-74.45585081585959,-74.39298368299245,-73.26097902098765,-71.74421911422756,-70.56195804196638,-70.20466200467027,-70.90850815851651,-73.11011655012516,-74.72967365968248,-74.03515151516024,-72.45620046620901,-70.65216783217615,-72.58023310024166,-76.29990675991576,-78.98687645688577,-81.15048951048945,-80.4723076923076,-77.0936771561768,-73.84493006992939,-77.33442307692195
-75° ; -33°,-77.21013986013988,-74.27489510489491,-78.70181818181804,-82.96860139860138,-84.45104895104903,-83.72923076924062,-84.22743589744582,-85.10634032635036,-85.64764568765578,-84.06358974359965,-81.63037296038257,-79.67566433567372,-78.0376689976782,-77.48461538462453,-77.89738927739845,-76.3558275058365,-74.92076923077808,-76.65820512821416,-78.19962703963625,-80.5602564102659,-83.06941724942703,-84.85610722611722,-82.81650349651323,-79.62895104896042,-77.53785547786462,-77.9391142191234,-78.01114219115138,-77.9653613053705,-76.7291841491932,-74.51941724942603,-73.33696969697833,-75.11827505828393,-78.18104895105817,-82.71818181819157,-85.35575757576764,-85.7113752913854,-82.24510489511458,-79.79477855478795,-79.04862470863401,-77.97543123544044,-76.91589743590649,-75.75372960373852,-73.14435897436759,-70.00102564103389,-68.70452214453024,-69.8750582750665,-70.39986013986844,-72.00449883450732,-73.70240093240962,-74.59878787879667,-73.94144522145393,-72.41750582751436,-71.05200466201302,-72.94149184150044,-76.52736596737496,-79.04853146854079,-81.01608391608382,-80.24923076923056,-76.88816433566407,-73.61024475524415,-76.65711538461423
-75° ; -30°,-77.0556293706292,-73.77034965034936,-78.08201631701606,-82.19286713286698,-83.44314685314677,-82.52533799534773,-83.129114219124,-84.41165501166495,-85.286386946397,-84.54990675991672,-82.99713286714264,-81.22906759907717,-78.87076923077854,-78.17097902098823,-78.85580419581348,-76.76904428905334,-75.79002331003224,-78.19219114220036,-79.57687645688583,-81.36594405595363,-83.89393939394928,-85.59153846154854,-82.76629370630346,-79.41864801865736,-77.74000000000916,-77.59086247087161,-77.3211421911513,-76.95722610723517,-75.83585081585976,-73.99037296038168,-73.08608391609255,-74.7920512820601,-76.59303030303933,-79.69638694639633,-81.7220046620143,-82.59428904429879,-81.65431235432199,-79.63340326341265,-78.000512820522,-76.76531468532373,-75.67058275059168,-74.52766899767778,-72.50783216784072,-69.64109557110379,-68.7516317016398,-69.62617715618536,-71.32976689977531,-73.29351981352845,-73.9925407925495,-74.01752913753785,-73.55445221446087,-72.24032634033486,-71.59226107226951,-73.4714918415005,-77.03160839161747,-79.57571095572034,-81.50573426573415,-80.63909090909074,-77.10931235431202,-73.61342657342601,-76.45541958041835
-75° ; -27°,-76.35181818181815,-73.61461538461515,-77.37004662004645,-80.94825174825168,-82.17748251748253,-81.77948717949683,-83.09724941725922,-85.16778554779557,-86.43780885781904,-86.08540792541808,-85.01393939394941,-83.64564102565089,-81.10368298369252,-79.94004662005605,-79.7727972028066,-77.285104895114,-75.75519813520707,-79.0241724941818,-79.70762237763176,-81.549953379963,-83.97624708625699,-85.91282051283063,-82.77764568765544,-79.4536130536224,-77.60160839161755,-77.59967365968281,-76.84813519814426,-77.3915384615476,-75.71286713287606,-73.62272727273594,-72.46326340327192,-74.57407925408802,-76.48272727273627,-79.1301631701725,-79.92505827506767,-79.53771561772498,-78.60358974359902,-76.06270396271292,-73.98270396271268,-73.88986013986884,-74.62044289045167,-74.01151515152385,-73.26627039627903,-71.89578088578936,-71.98191142191992,-73.11920745921608,-76.6313286713377,-79.60897435898373,-79.0134965035058,-77.39997668998583,-76.41540792541693,-73.96006993007865,-72.76715617716475,-74.61298368299248,-78.50953379954305,-81.1742890442986,-83.23713286713254,-82.09517482517431,-77.86782051281965,-73.64272727272574,-76.69080419580177
-75° ; -24°,-75.92695804195796,-73.83475524475506,-77.37945221445206,-80.71790209790201,-82.00272727272721,-81.93578088579055,-83.48417249418232,-85.83051282052294,-87.52638694639725,-86.92818181819206,-85.50473193474201,-83.90913752914742,-81.08226107227063,-79.729067599077,-79.66937062938003,-77.36344988345901,-76.14130536131435,-78.8755944056037,-79.60762237763177,-80.83951048952001,-83.29610722611706,-85.61881118882127,-82.25200466201436,-78.83226107227036,-77.24200466201377,-77.04587412588319,-76.49785547786449,-76.2270396270486,-74.87142191143072,-73.05974358975219,-72.17692307693157,-75.01235431236316,-77.49689976690891,-79.75300699301638,-79.51818181819118,-77.90209790210706,-76.51543123544025,-72.48470862471714,-69.22097902098719,-71.31645687646527,-75.1665967366056,-76.94701631702539,-76.77680652681556,-76.33062937063838,-75.13596736597623,-74.82729603730485,-78.84272727273655,-82.83575757576735,-81.57284382285343,-79.24431235432169,-77.68123543124457,-74.80655011655892,-71.98876456877306,-74.53715617716495,-79.1378554778648,-82.29897435898405,-84.82832167832147,-83.58888111888066,-78.70799533799462,-73.82034965034816,-77.49874125873873
-75° ; -21°,-75.96769230769219,-74.13972027972004,-77.98254079254053,-81.5570629370627,-82.91328671328647,-82.67645687646663,-83.65456876457861,-85.50666666667675,-87.06209790210815,-85.87652680653693,-84.05100233101223,-82.31412587413557,-79.73072261073199,-78.5712820512913,-79.4268065268159,-78.45750582751506,-77.86020979021896,-80.13510489511434,-80.31801864802812,-80.92995337996292,-82.722424242434,-84.81407925408925,-81.97876456877424,-79.02804195805126,-77.57083916084831,-77.38030303031213,-76.82571095572001,-76.22044289045188,-74.43144522145398,-72.80372960373819,-72.16095571096422,-75.54983682984573,-78.5903263403356,-80.98986013986969,-80.47652680653628,-78.23790209791132,-76.21871794872692,-71.75650349651195,-69.5776689976772,-70.65351981352815,-72.72890442891303,-75.49678321679212,-76.29545454546353,-76.41617715618617,-74.5307459207547,-72.91247086247944,-75.42114219115108,-78.20547785548706,-79.54317016317954,-79.53153846154784,-77.6315384615476,-74.69524475525355,-71.24757575758416,-73.89529137530008,-78.62650349651275,-81.83832167833133,-84.43132867132849,-83.29671328671299,-78.57687062936992,-73.87898601398453,-77.67791958041707
-75° ; -18°,-76.11701048951052,-74.43248251748246,-78.4761713286713,-82.1627272727273,-83.48237762237767,-83.06342657343636,-83.75431235432222,-85.24282051283055,-86.59876456877478,-84.98652680653682,-82.83599067600043,-81.01433566434521,-78.96951048951978,-78.21731934732856,-79.29191142192077,-79.47841491842428,-79.6409557109651,-81.9159440559537,-82.96048951049929,-83.3306759906858,-84.22293706294698,-85.43111888112892,-81.82517482518449,-78.93051282052213,-77.43104895105807,-78.51503496504421,-79.14571095572028,-78.92319347320277,-76.67536130537036,-73.34710955711822,-71.44864801865643,-75.09403263404148,-79.0534498834592,-83.11925407926387,-83.59510489511474,-81.21839160840116,-77.44981351982264,-73.161608391617,-72.22079254080104,-71.24491841492681,-71.3846153846238,-76.59815850816754,-81.13627039627995,-83.28261072262053,-81.6046386946483,-77.57305361306275,-74.77044289045172,-73.43407925408789,-76.33034965035864,-78.67622377623306,-76.7517482517573,-74.19776223777097,-71.27913752914594,-73.61953379954248,-78.15270396271318,-81.27331002331961,-83.7874825174827,-82.74405594405611,-78.28761072261075,-73.89328671328636,-77.71716783216709
-75° ; -15°,-76.93746503496489,-74.64667832167801,-79.1490734265732,-83.38664335664328,-84.94580419580421,-84.43489510490505,-85.10715617716619,-86.22270396271412,-87.05601398602424,-85.0622843822944,-82.39575757576729,-80.4379487179582,-78.43503496504421,-77.6396503496595,-78.15177156178078,-76.69951048951953,-76.30937062937963,-78.17237762238682,-80.88149184150137,-82.97741258742236,-84.25834498835492,-84.37018648019642,-80.73778554779506,-77.2109090909182,-75.6317948718038,-75.86986013986908,-76.40853146854046,-75.2479487179576,-73.75962703963573,-71.97773892774741,-71.29088578089417,-74.2354545454633,-78.62610722611649,-83.69293706294691,-85.91314685315697,-84.721655011665,-80.6990209790305,-76.09606060606957,-74.34925407926285,-74.55282051282929,-75.46249417250306,-77.34762237763151,-77.75153846154764,-76.77543123544028,-75.05023310024194,-73.95480186481059,-74.47825174826053,-75.70524475525367,-77.37983682984596,-78.02321678322596,-76.33083916084816,-73.82776223777093,-71.44944055944899,-73.59864801865669,-77.6462004662096,-80.3677156177251,-82.5788111888113,-81.68594405594416,-77.80825757575764,-73.9596153846152,-77.2257167832164
-75° ; -12°,-76.54550699300684,-74.30143356643323,-78.15762820512792,-81.81174825174804,-83.1844055944054,-82.9112820512918,-84.06939393940384,-85.65603729604739,-86.60037296038317,-85.05993006994011,-82.86342657343633,-81.30111888112846,-79.75540792541733,-79.04734265735198,-78.9162703962797,-77.055407925417,-75.20766899767786,-77.82324009324927,-78.97489510490442,-81.49843822844781,-82.98608391609369,-84.26139860140853,-81.34181818182778,-78.22433566434489,-76.85072261073167,-78.22027972028894,-78.32745920746844,-78.69522144523071,-76.29545454546353,-74.15340326341199,-72.39461538462392,-74.81181818182701,-77.94594405595325,-81.84715617716581,-83.29200466201448,-82.4101631701729,-79.9473892773987,-75.79055944056837,-74.02398601399474,-74.9150815850904,-76.82559440560345,-78.56002331003256,-78.35941724942649,-76.7291841491932,-74.67617715618596,-73.82186480187352,-76.10326340327238,-78.1941491841584,-78.70230769231696,-78.1544289044381,-76.48958041958943,-73.96109557110428,-71.79111888112733,-74.04715617716491,-78.1860372960465,-81.052214452224,-83.34447552447565,-82.28979020979048,-77.99609557109582,-73.68426573426584,-76.96157342657311
-75° ; -9°,-76.36638111888112,-74.32884615384593,-78.37029720279696,-82.16076923076903,-83.62818181818162,-83.43545454546435,-84.68734265735262,-86.4758741258843,-87.59529137530171,-86.14468531469548,-83.88475524476513,-81.77561771562735,-79.06000000000931,-78.05648018648938,-78.55983682984608,-76.99398601399508,-76.2681818181908,-78.6228904428997,-79.1606060606154,-79.84972027972968,-81.93317016317981,-84.29221445222439,-81.87585081586045,-79.28650349651284,-77.93533799534717,-77.91104895105813,-77.53752913753827,-77.10433566434476,-75.69016317017208,-73.51680652681519,-72.71580419581278,-75.9340792540882,-79.0869230769324,-82.1131002331099,-82.18174825175794,-80.33979020979967,-78.69571095572022,-73.87615384616254,-71.46724941725785,-74.33000000000877,-78.58428904429832,-81.8182750582847,-81.77673659674625,-79.69291375292313,-75.75433566434458,-72.937249417258,-76.28179487180385,-79.70892773893713,-79.69937062938,-78.80065268066198,-77.00652680653587,-74.29254079254954,-71.50519813520654,-74.01340326341197,-78.42116550117474,-81.43610722611683,-83.86482517482517,-82.76818181818174,-78.27783799533762,-73.81513986013914,-77.43054195804078
-75° ; -6°,-76.65208041958036,-74.11611888111875,-78.61268648018638,-82.81433566433563,-84.22370629370633,-83.50102564103547,-83.99358974359964,-85.40034965035971,-86.73776223777247,-85.68158508159517,-84.00370629371619,-82.32620046621017,-79.65682983683922,-78.4570862470955,-79.31079254080187,-77.72843822844739,-77.18111888112799,-79.45181818182753,-80.24447552448498,-81.26720279721236,-83.13048951049932,-85.04888111889115,-81.58990675991637,-78.45454545455468,-77.44599067599981,-77.67331002331917,-77.88951048951965,-77.49531468532382,-75.53776223777113,-73.15701631702493,-71.89083916084763,-75.4477389277478,-79.08398601399534,-82.52216783217756,-82.79988344989323,-80.72766899767852,-78.06282051282972,-73.27857808858674,-71.65510489511334,-72.39375291376145,-74.07627039627911,-78.03843822844742,-80.30118881119827,-80.53361305362256,-77.94941724942643,-74.76540792541674,-75.10083916084801,-75.9801398601488,-77.86834498835417,-78.87277389278319,-76.98529137530043,-74.31347319348195,-71.37652680653521,-73.68412587413455,-77.99743589744509,-80.8543822843918,-83.15874125874143,-82.13356643356664,-77.92148018648024,-73.76986013985993,-77.28814685314624
-75° ; -3°,-76.52956293706278,-74.2670279720277,-78.6735256410254,-82.73216783216766,-84.09132867132853,-83.43368298369282,-84.04941724942715,-85.4821911422012,-86.78759906760929,-85.46079254080263,-83.49864801865785,-81.70494172495135,-79.58324009324947,-78.42846153847078,-79.20442890443823,-78.83573426574354,-78.12962703963626,-80.40540792541739,-80.2364568764663,-80.67095571096522,-81.52587412588375,-83.10552447553425,-81.09156177157134,-79.10962703963635,-77.69058275059189,-78.44039627040551,-78.1834498834591,-78.35827505828429,-75.88372960373854,-73.38137529138395,-71.88200466201314,-75.0663869463958,-79.1148251748345,-83.8953613053712,-85.26142191143197,-83.60163170164154,-80.30734265735212,-75.2117016317105,-73.24086247087111,-73.57990675991543,-75.15072261073146,-78.47135198136122,-80.13771561772506,-79.76454545455485,-77.2539393939485,-74.62034965035845,-75.13389277390162,-75.89610722611616,-77.40484848485762,-78.11256410257332,-76.35282051282952,-73.85571095571966,-71.33958041958881,-73.67083916084783,-77.90827505828423,-80.80512820513773,-83.1288811188812,-82.1185314685314,-77.90710372960349,-73.7311538461533,-77.19134615384506
-75° ; 0°,-76.70931818181819,-74.17828671328655,-78.5044930069929,-82.56503496503497,-83.97195804195812,-83.40860139861122,-84.2631701631801,-85.798111888122,-86.97368298369324,-85.66496503497513,-83.57848484849468,-81.67191142192104,-79.17771561772494,-78.20317016317938,-78.90069930070858,-77.47090909091821,-76.78216783217687,-79.47937062937999,-80.83738927739878,-82.49151515152488,-84.32244755245748,-85.84240093241105,-82.53237762238734,-79.0941258741352,-77.56629370630286,-77.8710256410348,-77.72340326341242,-77.52156177157092,-75.68006993007884,-73.36191142192007,-71.83794871795719,-74.42452214453091,-77.61713286714202,-81.38188811189772,-82.73958041959017,-81.81594405595371,-79.49736596737533,-74.9922610722699,-73.18531468532332,-74.46027972028848,-76.72375291376196,-79.223659673669,-79.44958041958976,-78.02146853147772,-75.30240093240981,-73.52885780886648,-75.68191142192035,-77.86815850816768,-78.9202564102657,-78.86543123544052,-77.08594405595314,-74.33074592075467,-71.63997668998513,-73.93095571096441,-78.13468531469454,-80.95186480187434,-83.22895104895096,-82.19083916083905,-77.9588578088575,-73.74636363636293,-77.11797202797082
-75° ; 3°,-76.57040209790203,-74.03143356643338,-78.40678904428887,-82.49580419580407,-83.88244755244745,-83.26128205129186,-84.03435897436887,-85.61592074593084,-87.01631701632726,-85.94139860140871,-84.17792540793532,-82.51909090910061,-79.95037296038238,-78.76344988345917,-79.31743589744525,-77.47400932401844,-76.75494172495078,-79.58596736597676,-80.37557109558055,-81.96142191143156,-83.6247785547884,-85.51058275059283,-81.9407692307789,-78.96090909091839,-78.06389277390198,-78.76874125875055,-79.10580419581352,-79.54766899767836,-77.11825174826086,-74.20575757576634,-72.08657342658191,-75.10034965035851,-78.39990675991599,-82.3465034965132,-83.29177156178137,-81.80093240094203,-79.19599067600001,-74.17400932401806,-72.42289044289899,-74.00398601399473,-76.68382284383188,-79.78794871795812,-80.3249650349745,-79.2115617715711,-76.10825174826071,-73.97389277390148,-76.50326340327241,-78.76920745921674,-79.8930069930164,-79.72573426574365,-77.56972027972942,-74.58808857809737,-71.53048951049793,-73.96916083916956,-78.14209790210711,-80.89965034965988,-83.1525874125872,-82.1202097902095,-77.92508741258679,-73.76311188811063,-77.15445804195608
-75° ; 6°,-76.57197552447529,-73.9515034965031,-78.20766317016276,-82.26468531468494,-83.7340559440556,-83.27086247087229,-84.19603729604721,-85.86331002332015,-87.12895104896131,-85.93596736597748,-83.91489510490499,-81.87934731935698,-79.04750582751512,-77.76783216784133,-78.40972027972953,-77.32358974359886,-76.39410256411156,-78.94086247087178,-79.57459207460145,-80.88627039627993,-83.03620046621025,-85.25960372961377,-81.63960372961336,-78.37002331003255,-77.03356643357552,-78.22414918415839,-78.6798368298461,-78.70832167833096,-76.43172494173395,-73.73666666667535,-72.21046620047471,-76.03086247087144,-79.84242424243365,-83.49766899767884,-83.77104895105882,-81.65794871795833,-78.92638694639625,-74.1624941725029,-72.66715617716474,-73.30766899767762,-74.79421911422793,-78.55967365968291,-80.59752913753863,-80.6685780885876,-77.93079254080173,-74.6011888111976,-74.97748251749137,-76.18004662005559,-78.65678321679249,-80.05543123544068,-78.14804195805117,-75.21664335665221,-71.88685314686161,-73.95890442891314,-78.24139860140782,-80.8983216783312,-83.0823076923076,-82.0331468531467,-77.87512237762212,-73.75269230769189,-77.05645104895048
-75° ; 9°,-76.68045454545431,-74.18552447552409,-78.76635198135162,-82.99468531468504,-84.35650349650334,-83.54624708625693,-84.00832167833158,-85.35965034966038,-86.65710955711977,-85.46974358975366,-83.6563869463968,-81.93820512821478,-79.29284382285317,-78.25745920746841,-79.25326340327274,-77.478111888121,-77.15522144523054,-79.63529137530075,-80.38319347320294,-81.36358974359933,-82.74783216784192,-84.45766899767895,-81.53340326341286,-78.94006993007923,-78.24932400933322,-78.11846153847074,-77.99030303031222,-77.64118881119796,-75.57240093240985,-73.42972027972891,-71.97282051282899,-74.91060606061488,-78.68023310024236,-82.76473193474169,-83.77736596737584,-82.16370629371598,-79.28920745921681,-74.31909090909967,-72.45564102564956,-73.48617715618582,-75.47289044289934,-78.59836829837758,-79.96086247087189,-79.26452214453148,-76.7352447552538,-74.34361305362182,-75.28214452215339,-76.26216783217681,-77.43641025641939,-77.78482517483434,-76.02442890443785,-73.60487179488047,-71.2858508158592,-73.52785547786414,-77.6275757575849,-80.45836829837778,-82.73006993006993,-81.78825174825168,-77.75394522144485,-73.73562937062843,-77.04403846153689
