Conf. θₙ ; Φₙ,N=4,N=16,N=64,N=100
6 ; -39,-89.7,-88.12,-88.56,-87.15
6 ; -36,-89.7,-89.04,-86.77,-84.82
6 ; -33,-89.7,-89.19,-87.26,-84.13
6 ; -30,-89.7,-89.19,-83.94,-83.52
6 ; -27,-89.7,-89.35,-85.34,-85.55
6 ; -24,-89.7,-89.72,-88.66,-86.23
6 ; -21,-89.7,-89.64,-85.51,-85.29
6 ; -18,-89.7,-89.19,-84.57,-85.37
6 ; -15,-89.7,-88.84,-87.87,-84.94
6 ; -12,-89.7,-89.21,-88.6,-86.84
6 ; -9,-89.7,-87.63,-87.36,-87.78
6 ; -6,-89.7,-87.31,-84.21,-88.88
6 ; -3,-89.7,-87.23,-83.99,-89.79
6 ; 0,-89.7,-87.85,-86.79,-89.66
6 ; 3,-89.7,-89.66,-88.08,-89.15
6 ; 6,-89.7,-89.69,-86.18,-89.43
6 ; 9,-89.7,-89.69,-82.27,-87.85
6 ; 12,-89.7,-89.37,-81.77,-89.47
6 ; 15,-89.7,-89.11,-80.43,-89.48
6 ; 18,-89.7,-87.83,-80.03,-89.47
6 ; 21,-89.7,-86.84,-79.5,-88.96
6 ; 24,-89.7,-86.32,-76.1,-86.73
6 ; 27,-89.7,-85.43,-74.95,-83.05
6 ; 30,-89.7,-83.95,-72.51,-85.06
6 ; 33,-89.7,-83.76,-73.08,-82.99
6 ; 36,-89.7,-83.06,-74.18,-83.98
6 ; 39,-89.7,-83.3,-75.08,-83.78
6 ; 42,-89.7,-83.5,-77.12,-88.44
6 ; 45,-89.7,-85.11,-80.36,-87.7
9 ; -45,-89.7,-88.0,-85.77,-87.74
9 ; -42,-89.7,-88.01,-87.43,-87.07
9 ; -39,-89.7,-87.38,-82.82,-85.64
9 ; -36,-89.7,-89.73,-88.0,-85.56
9 ; -33,-89.7,-89.76,-86.84,-84.15
9 ; -30,-89.7,-89.4,-88.11,-86.73
9 ; -27,-89.7,-89.46,-87.27,-84.2
9 ; -24,-89.7,-89.7,-88.75,-86.85
9 ; -21,-89.7,-89.59,-86.62,-86.28
9 ; -18,-89.7,-89.0,-84.19,-87.31
9 ; -15,-89.7,-88.93,-87.88,-86.81
9 ; -12,-89.7,-89.54,-88.96,-87.7
9 ; -9,-89.7,-89.52,-89.51,-88.65
9 ; -6,-89.7,-87.39,-84.74,-88.33
9 ; -3,-89.7,-88.71,-88.89,-89.17
9 ; 0,-89.7,-88.43,-88.26,-89.57
9 ; 3,-89.7,-88.34,-87.34,-88.95
9 ; 6,-89.7,-88.83,-84.2,-89.33
9 ; 9,-89.7,-89.39,-82.93,-87.89
9 ; 12,-89.7,-89.38,-85.75,-86.3
9 ; 15,-89.7,-88.58,-85.77,-88.62
9 ; 18,-89.7,-88.5,-86.18,-89.0
9 ; 21,-89.7,-86.37,-80.95,-87.5
9 ; 24,-89.7,-86.3,-77.77,-86.78
9 ; 27,-89.7,-86.25,-76.34,-83.49
9 ; 30,-89.7,-85.34,-75.2,-84.37
9 ; 33,-89.7,-84.14,-74.8,-81.89
9 ; 36,-89.7,-84.11,-75.2,-83.14
9 ; 39,-89.7,-84.55,-78.35,-83.88
9 ; 42,-89.7,-84.31,-79.73,-83.73
9 ; 45,-89.7,-84.41,-83.72,-87.44
12 ; -45,-89.7,-87.98,-87.36,-88.66
12 ; -42,-89.7,-88.42,-86.84,-86.99
12 ; -39,-89.7,-88.07,-87.72,-83.67
12 ; -36,-89.7,-89.43,-82.83,-83.99
12 ; -33,-89.7,-89.66,-84.67,-85.89
12 ; -30,-89.7,-89.74,-85.08,-85.39
12 ; -27,-89.7,-89.76,-84.26,-85.84
12 ; -24,-89.7,-89.57,-87.23,-87.93
12 ; -21,-89.7,-89.61,-87.51,-89.36
12 ; -18,-89.7,-89.41,-83.99,-88.86
12 ; -15,-89.7,-89.21,-84.39,-88.52
12 ; -12,-89.7,-89.37,-86.33,-88.15
12 ; -9,-89.7,-89.77,-84.75,-88.79
12 ; -6,-89.7,-87.84,-89.8,-88.92
12 ; -3,-89.7,-87.75,-89.08,-89.29
12 ; 0,-89.7,-88.75,-89.42,-88.89
12 ; 3,-89.7,-89.54,-89.36,-89.37
12 ; 6,-89.7,-89.48,-87.05,-87.66
12 ; 9,-89.7,-89.26,-88.47,-87.73
12 ; 12,-89.7,-88.75,-87.71,-87.43
12 ; 15,-89.7,-89.52,-89.64,-86.15
12 ; 18,-89.7,-88.62,-88.78,-88.79
12 ; 21,-89.7,-88.25,-84.61,-86.05
12 ; 24,-89.7,-87.1,-83.96,-84.67
12 ; 27,-89.7,-86.94,-82.45,-83.5
12 ; 30,-89.7,-86.45,-78.21000000000001,-83.54
12 ; 33,-89.7,-87.18,-79.76,-81.4
12 ; 36,-89.7,-84.5,-81.9,-80.7
12 ; 39,-89.7,-84.97,-81.58,-83.83
12 ; 42,-89.7,-85.44,-82.92,-84.35
12 ; 45,-89.7,-85.05,-81.67,-86.62
15 ; -45,-89.7,-89.14,-87.51,-88.8
15 ; -42,-89.7,-88.93,-88.17,-86.94
15 ; -39,-89.7,-88.86,-87.15,-84.73
15 ; -36,-89.7,-89.04,-84.82,-85.97
15 ; -33,-89.7,-89.77,-84.13,-85.49
15 ; -30,-89.7,-89.46,-83.52,-85.82
15 ; -27,-89.7,-89.61,-85.55,-87.02
15 ; -24,-89.7,-89.64,-86.23,-86.95
15 ; -21,-89.7,-89.72,-85.29,-88.78
15 ; -18,-89.7,-89.63,-85.37,-88.38
15 ; -15,-89.7,-89.05,-84.94,-87.84
15 ; -12,-89.7,-89.28,-86.84,-88.61
15 ; -9,-89.7,-89.58,-87.78,-87.71
15 ; -6,-89.7,-89.4,-88.88,-87.97
15 ; -3,-89.7,-88.63,-89.79,-88.43
15 ; 0,-89.7,-88.83,-89.66,-88.62
15 ; 3,-89.7,-89.59,-89.15,-89.1
15 ; 6,-89.7,-89.77,-89.43,-89.16
15 ; 9,-89.7,-89.1,-87.85,-89.09
15 ; 12,-89.7,-89.51,-89.47,-87.84
15 ; 15,-89.7,-88.66,-89.48,-86.89
15 ; 18,-89.7,-88.69,-89.47,-85.8
15 ; 21,-89.7,-89.38,-88.96,-88.85
15 ; 24,-89.7,-88.48,-86.73,-85.49
15 ; 27,-89.7,-88.31,-83.05,-84.85
15 ; 30,-89.7,-87.07,-85.06,-83.45
15 ; 33,-89.7,-87.71,-82.99,-83.46
15 ; 36,-89.7,-87.59,-83.98,-81.63
15 ; 39,-89.7,-86.31,-83.78,-84.6
15 ; 42,-89.7,-86.13,-88.44,-84.69
15 ; 45,-89.7,-86.18,-87.7,-84.49
18 ; -45,-89.7,-89.8,-87.74,-89.38
18 ; -42,-89.7,-89.8,-87.07,-89.68
18 ; -39,-89.7,-89.8,-85.64,-85.84
18 ; -36,-89.7,-89.8,-85.56,-88.64
18 ; -33,-89.7,-89.8,-84.15,-87.79
18 ; -30,-89.7,-89.8,-86.73,-87.18
18 ; -27,-89.7,-89.8,-84.2,-88.55
18 ; -24,-89.7,-89.8,-86.85,-88.79
18 ; -21,-89.7,-89.8,-86.28,-89.24
18 ; -18,-89.7,-89.81,-87.31,-89.44
18 ; -15,-89.7,-89.5,-86.81,-89.27
18 ; -12,-89.7,-89.68,-87.7,-89.13
18 ; -9,-89.7,-89.42,-88.65,-89.09
18 ; -6,-89.7,-89.64,-88.33,-88.76
18 ; -3,-89.7,-89.36,-89.17,-89.29
18 ; 0,-89.7,-89.12,-89.57,-89.33
18 ; 3,-89.7,-89.71,-88.95,-89.17
18 ; 6,-89.7,-89.76,-89.33,-89.69
18 ; 9,-89.7,-89.53,-87.89,-88.91
18 ; 12,-89.7,-89.03,-86.3,-89.72
18 ; 15,-89.7,-89.38,-88.62,-88.37
18 ; 18,-89.7,-88.72,-89.0,-89.02
18 ; 21,-89.7,-89.05,-87.5,-89.23
18 ; 24,-89.7,-89.25,-86.78,-88.41
18 ; 27,-89.7,-89.17,-83.49,-88.34
18 ; 30,-89.7,-88.57,-84.37,-85.98
18 ; 33,-89.7,-89.24,-81.89,-87.8
18 ; 36,-89.7,-88.97,-83.14,-85.47
18 ; 39,-89.7,-87.96,-83.88,-86.54
18 ; 42,-89.7,-87.69,-83.73,-87.11
18 ; 45,-89.7,-87.41,-87.44,-87.61
21 ; -45,-89.7,-89.43,-88.66,-88.98
21 ; -42,-89.7,-88.57,-86.99,-87.87
21 ; -39,-89.7,-88.78,-83.67,-88.8
21 ; -36,-89.7,-88.92,-83.99,-89.0
21 ; -33,-89.7,-89.37,-85.89,-89.54
21 ; -30,-89.7,-89.67,-85.39,-88.99
21 ; -27,-89.7,-89.51,-85.84,-89.43
21 ; -24,-89.7,-89.6,-87.93,-84.8
21 ; -21,-89.7,-89.76,-89.36,-89.52
21 ; -18,-89.7,-89.74,-88.86,-88.74
21 ; -15,-89.7,-89.66,-88.52,-89.44
21 ; -12,-89.7,-89.8,-88.15,-89.63
21 ; -9,-89.7,-89.48,-88.79,-88.95
21 ; -6,-89.7,-89.53,-88.92,-86.71
21 ; -3,-89.7,-89.21,-89.29,-89.68
21 ; 0,-89.7,-89.07,-88.89,-89.53
21 ; 3,-89.7,-89.77,-89.37,-88.77
21 ; 6,-89.7,-89.01,-87.66,-86.86
21 ; 9,-89.7,-89.24,-87.73,-88.56
21 ; 12,-89.7,-89.51,-87.43,-89.18
21 ; 15,-89.7,-88.8,-86.15,-86.84
21 ; 18,-89.7,-89.44,-88.79,-89.13
21 ; 21,-89.7,-89.8,-86.05,-89.48
21 ; 24,-89.7,-89.56,-84.67,-88.78
21 ; 27,-89.7,-89.52,-83.5,-88.73
21 ; 30,-89.7,-89.8,-83.54,-89.61
21 ; 33,-89.7,-89.8,-81.4,-87.94
21 ; 36,-89.7,-89.8,-80.7,-85.63
21 ; 39,-89.7,-89.8,-83.83,-89.07
21 ; 42,-89.7,-89.8,-84.35,-89.62
21 ; 45,-89.7,-89.8,-86.62,-88.82
24 ; -45,-89.7,-88.98,-88.8,-88.72
24 ; -42,-89.7,-89.62,-86.94,-89.24
24 ; -39,-89.7,-88.91,-84.73,-88.36
24 ; -36,-89.7,-89.69,-85.97,-89.34
24 ; -33,-89.7,-89.26,-85.49,-89.04
24 ; -30,-89.7,-89.76,-85.82,-89.06
24 ; -27,-89.7,-89.85,-87.02,-89.87
24 ; -24,-89.7,-89.61,-86.95,-89.81
24 ; -21,-89.7,-89.8,-88.78,-89.83
24 ; -18,-89.7,-89.85,-88.38,-89.18
24 ; -15,-89.7,-89.78,-87.84,-88.68
24 ; -12,-89.7,-89.8,-88.61,-89.28
24 ; -9,-89.7,-89.77,-87.71,-89.61
24 ; -6,-89.7,-89.31,-87.97,-89.28
24 ; -3,-89.7,-89.09,-88.43,-88.45
24 ; 0,-89.7,-89.26,-88.62,-89.73
24 ; 3,-89.7,-89.15,-89.1,-89.79
24 ; 6,-89.7,-89.74,-89.16,-89.2
24 ; 9,-89.7,-89.31,-89.09,-86.06
24 ; 12,-89.7,-89.48,-87.84,-88.78
24 ; 15,-89.7,-89.21,-86.89,-86.53
24 ; 18,-89.7,-88.37,-85.8,-88.9
24 ; 21,-89.7,-89.09,-88.85,-87.26
24 ; 24,-89.7,-89.29,-85.49,-87.23
24 ; 27,-89.7,-89.44,-84.85,-87.06
24 ; 30,-89.7,-89.42,-83.45,-87.26
24 ; 33,-89.7,-89.29,-83.46,-85.12
24 ; 36,-89.7,-89.23,-81.63,-87.19
24 ; 39,-89.7,-89.63,-84.6,-87.15
24 ; 42,-89.7,-89.55,-84.69,-87.61
24 ; 45,-89.7,-89.18,-84.49,-89.61
27 ; -45,-89.7,-89.62,-89.38,-88.34
27 ; -42,-89.7,-89.23,-89.68,-89.74
27 ; -39,-89.7,-88.56,-85.84,-87.92
27 ; -36,-89.7,-89.67,-88.64,-89.26
27 ; -33,-89.7,-89.66,-87.79,-89.69
27 ; -30,-89.7,-89.8,-87.18,-87.26
27 ; -27,-89.7,-89.64,-88.55,-88.71
27 ; -24,-89.7,-89.16,-88.79,-88.72
27 ; -21,-89.7,-89.52,-89.24,-88.65
27 ; -18,-89.7,-89.84,-89.44,-89.39
27 ; -15,-89.7,-89.81,-89.27,-89.75
27 ; -12,-89.7,-89.81,-89.13,-88.92
27 ; -9,-89.7,-89.87,-89.09,-89.48
27 ; -6,-89.7,-89.52,-88.76,-89.0
27 ; -3,-89.7,-89.64,-89.29,-89.52
27 ; 0,-89.7,-89.32,-89.33,-89.67
27 ; 3,-89.7,-89.85,-89.17,-89.41
27 ; 6,-89.7,-89.51,-89.69,-89.45
27 ; 9,-89.7,-89.23,-88.91,-86.7
27 ; 12,-89.7,-89.37,-89.72,-87.56
27 ; 15,-89.7,-89.38,-88.37,-88.44
27 ; 18,-89.7,-89.15,-89.02,-89.32
27 ; 21,-89.7,-88.51,-89.23,-89.41
27 ; 24,-89.7,-89.2,-88.41,-88.19
27 ; 27,-89.7,-89.32,-88.34,-86.0
27 ; 30,-89.7,-89.46,-85.98,-84.7
27 ; 33,-89.7,-89.29,-87.8,-84.23
27 ; 36,-89.7,-89.25,-85.47,-83.8
27 ; 39,-89.7,-88.76,-86.54,-88.16
27 ; 42,-89.7,-89.03,-87.11,-87.44
27 ; 45,-89.7,-89.2,-87.61,-88.05
30 ; -45,-89.7,-89.58,-88.98,-88.28
30 ; -42,-89.7,-88.58,-87.87,-88.98
30 ; -39,-89.7,-88.63,-88.8,-88.76
30 ; -36,-89.7,-89.46,-89.0,-88.42
30 ; -33,-89.7,-89.34,-89.54,-89.28
30 ; -30,-89.7,-89.56,-88.99,-88.92
30 ; -27,-89.7,-89.7,-89.43,-89.13
30 ; -24,-89.7,-89.12,-84.8,-89.82
30 ; -21,-89.7,-89.57,-89.52,-88.73
30 ; -18,-89.7,-89.68,-88.74,-89.1
30 ; -15,-89.7,-89.69,-89.44,-89.72
30 ; -12,-89.7,-89.71,-89.63,-88.5
30 ; -9,-89.7,-89.69,-88.95,-89.56
30 ; -6,-89.7,-88.87,-86.71,-89.31
30 ; -3,-89.7,-89.31,-89.68,-89.74
30 ; 0,-89.7,-88.96,-89.53,-89.69
30 ; 3,-89.7,-89.71,-88.77,-88.72
30 ; 6,-89.7,-88.84,-86.86,-88.32
30 ; 9,-89.7,-88.02,-88.56,-88.09
30 ; 12,-89.7,-88.23,-89.18,-88.26
30 ; 15,-89.7,-88.42,-86.84,-86.79
30 ; 18,-89.7,-89.53,-89.13,-86.59
30 ; 21,-89.7,-88.25,-89.48,-87.78
30 ; 24,-89.7,-87.77,-88.78,-88.66
30 ; 27,-89.7,-88.54,-88.73,-86.46
30 ; 30,-89.7,-88.63,-89.61,-85.81
30 ; 33,-89.7,-87.45,-87.94,-82.9
30 ; 36,-89.7,-88.23,-85.63,-83.73
30 ; 39,-89.7,-88.78,-89.07,-84.63
30 ; 42,-89.7,-88.3,-89.62,-87.76
30 ; 45,-89.7,-88.41,-88.82,-87.96
33 ; -45,-89.7,-89.35,-88.72,-87.81
33 ; -42,-89.7,-89.01,-89.24,-86.9
33 ; -39,-89.7,-88.91,-88.36,-85.64
33 ; -36,-89.7,-89.59,-89.34,-89.69
33 ; -33,-89.7,-89.43,-89.04,-88.47
33 ; -30,-89.7,-89.51,-89.06,-89.04
33 ; -27,-89.7,-89.86,-89.87,-89.71
33 ; -24,-89.7,-89.69,-89.81,-89.74
33 ; -21,-89.7,-88.94,-89.83,-89.81
33 ; -18,-89.7,-89.66,-89.18,-89.55
33 ; -15,-89.7,-89.67,-88.68,-88.69
33 ; -12,-89.7,-89.73,-89.28,-89.59
33 ; -9,-89.7,-89.83,-89.61,-88.29
33 ; -6,-89.7,-89.42,-89.28,-88.3
33 ; -3,-89.7,-89.05,-88.45,-88.02
33 ; 0,-89.7,-88.99,-89.73,-89.66
33 ; 3,-89.7,-89.55,-89.79,-89.44
33 ; 6,-89.7,-89.74,-89.2,-89.24
33 ; 9,-89.7,-88.45,-86.06,-86.75
33 ; 12,-89.7,-89.1,-88.78,-88.44
33 ; 15,-89.7,-88.02,-86.53,-87.69
33 ; 18,-89.7,-88.52,-88.9,-87.36
33 ; 21,-89.7,-88.63,-87.26,-89.08
33 ; 24,-89.7,-88.24,-87.23,-86.25
33 ; 27,-89.7,-88.12,-87.06,-87.86
33 ; 30,-89.7,-88.58,-87.26,-86.3
33 ; 33,-89.7,-87.33,-85.12,-85.9
33 ; 36,-89.7,-87.28,-87.19,-85.23
33 ; 39,-89.7,-87.69,-87.15,-86.31
33 ; 42,-89.7,-87.19,-87.61,-87.46
33 ; 45,-89.7,-87.79,-89.61,-86.14
36 ; -45,-89.7,-88.65,-88.34,-88.81
36 ; -42,-89.7,-89.64,-89.74,-89.47
36 ; -39,-89.7,-88.98,-87.92,-88.89
36 ; -36,-89.7,-89.73,-89.26,-89.35
36 ; -33,-89.7,-89.77,-89.69,-88.95
36 ; -30,-89.7,-89.14,-87.26,-86.66
36 ; -27,-89.7,-89.76,-88.71,-88.38
36 ; -24,-89.7,-89.53,-88.72,-89.18
36 ; -21,-89.7,-89.66,-88.65,-89.61
36 ; -18,-89.7,-89.76,-89.39,-88.87
36 ; -15,-89.7,-89.5,-89.75,-89.59
36 ; -12,-89.7,-89.82,-88.92,-89.6
36 ; -9,-89.7,-89.75,-89.48,-89.6
36 ; -6,-89.7,-89.59,-89.0,-88.66
36 ; -3,-89.7,-89.61,-89.52,-89.8
36 ; 0,-89.7,-89.56,-89.67,-89.8
36 ; 3,-89.7,-89.6,-89.41,-89.68
36 ; 6,-89.7,-89.6,-89.45,-89.59
36 ; 9,-89.7,-89.42,-86.7,-86.76
36 ; 12,-89.7,-89.44,-87.56,-88.4
36 ; 15,-89.7,-88.76,-88.44,-89.32
36 ; 18,-89.7,-89.46,-89.32,-89.22
36 ; 21,-89.7,-88.77,-89.41,-89.51
36 ; 24,-89.7,-88.5,-88.19,-89.57
36 ; 27,-89.7,-88.46,-86.0,-89.61
36 ; 30,-89.7,-88.2,-84.7,-87.43
36 ; 33,-89.7,-87.69,-84.23,-89.23
36 ; 36,-89.7,-87.38,-83.8,-87.56
36 ; 39,-89.7,-87.27,-88.16,-88.21
36 ; 42,-89.7,-87.69,-87.44,-89.25
36 ; 45,-89.7,-87.23,-88.05,-88.07
39 ; -45,-89.7,-87.72,-88.28,-88.98
39 ; -42,-89.7,-88.91,-88.98,-89.4
39 ; -39,-89.7,-88.83,-88.76,-89.53
39 ; -36,-89.7,-89.59,-88.42,-89.85
39 ; -33,-89.7,-89.19,-89.28,-89.1
39 ; -30,-89.7,-89.09,-88.92,-88.38
39 ; -27,-89.7,-88.72,-89.13,-89.14
39 ; -24,-89.7,-89.78,-89.82,-89.31
39 ; -21,-89.7,-89.85,-88.73,-89.5
39 ; -18,-89.7,-89.25,-89.1,-89.49
39 ; -15,-89.7,-89.67,-89.72,-89.27
39 ; -12,-89.7,-89.44,-88.5,-89.68
39 ; -9,-89.7,-89.82,-89.56,-89.54
39 ; -6,-89.7,-89.01,-89.31,-88.85
39 ; -3,-89.7,-89.2,-89.74,-89.03
39 ; 0,-89.7,-89.43,-89.69,-89.76
39 ; 3,-89.7,-89.27,-88.72,-89.52
39 ; 6,-89.7,-89.53,-88.32,-89.39
39 ; 9,-89.7,-88.43,-88.09,-87.04
39 ; 12,-89.7,-88.74,-88.26,-88.53
39 ; 15,-89.7,-88.72,-86.79,-89.74
39 ; 18,-89.7,-88.22,-86.59,-89.32
39 ; 21,-89.7,-88.0,-87.78,-89.32
39 ; 24,-89.7,-88.34,-88.66,-88.64
39 ; 27,-89.7,-88.08,-86.46,-88.55
39 ; 30,-89.7,-88.12,-85.81,-89.22
39 ; 33,-89.7,-85.85,-82.9,-88.38
39 ; 36,-89.7,-87.05,-83.73,-88.82
39 ; 39,-89.7,-86.7,-84.63,-89.8
39 ; 42,-89.7,-87.28,-87.76,-89.68
39 ; 45,-89.7,-86.51,-87.96,-89.09
42 ; -45,-89.7,-88.51,-87.81,-88.82
42 ; -42,-89.7,-87.75,-86.9,-89.39
42 ; -39,-89.7,-89.09,-85.64,-89.62
42 ; -36,-89.7,-89.51,-89.69,-89.56
42 ; -33,-89.7,-89.57,-88.47,-87.67
42 ; -30,-89.7,-89.41,-89.04,-86.81
42 ; -27,-89.7,-89.61,-89.71,-89.58
42 ; -24,-89.7,-89.9,-89.74,-86.5
42 ; -21,-89.7,-89.82,-89.81,-89.35
42 ; -18,-89.7,-89.71,-89.55,-89.44
42 ; -15,-89.7,-89.37,-88.69,-89.62
42 ; -12,-89.7,-89.68,-89.59,-89.48
42 ; -9,-89.7,-89.54,-88.29,-88.63
42 ; -6,-89.7,-89.35,-88.3,-87.78
42 ; -3,-89.7,-89.33,-88.02,-89.7
42 ; 0,-89.7,-89.38,-89.66,-89.85
42 ; 3,-89.7,-89.59,-89.44,-89.6
42 ; 6,-89.7,-89.37,-89.24,-89.67
42 ; 9,-89.7,-88.47,-86.75,-89.26
42 ; 12,-89.7,-88.74,-88.44,-87.3
42 ; 15,-89.7,-89.18,-87.69,-88.99
42 ; 18,-89.7,-89.19,-87.36,-89.74
42 ; 21,-89.7,-88.05,-89.08,-87.96
42 ; 24,-89.7,-87.8,-86.25,-87.76
42 ; 27,-89.7,-88.43,-87.86,-89.16
42 ; 30,-89.7,-87.78,-86.3,-84.97
42 ; 33,-89.7,-86.94,-85.9,-85.51
42 ; 36,-89.7,-86.92,-85.23,-88.19
42 ; 39,-89.7,-86.91,-86.31,-89.14
42 ; 42,-89.7,-86.68,-87.46,-89.47
42 ; 45,-89.7,-86.69,-86.14,-89.62
45 ; -45,-89.7,-88.79,-88.81,-87.71
45 ; -42,-89.7,-88.37,-89.47,-89.55
45 ; -39,-89.7,-89.22,-88.89,-88.47
45 ; -36,-89.7,-89.5,-89.35,-89.22
45 ; -33,-89.7,-89.5,-88.95,-89.3
45 ; -30,-89.7,-89.32,-86.66,-88.39
45 ; -27,-89.7,-89.12,-88.38,-87.57
45 ; -24,-89.7,-89.83,-89.18,-88.42
45 ; -21,-89.7,-89.81,-89.61,-89.72
45 ; -18,-89.7,-89.74,-88.87,-89.03
45 ; -15,-89.7,-89.71,-89.59,-89.64
45 ; -12,-89.7,-89.84,-89.6,-88.14
45 ; -9,-89.7,-89.69,-89.6,-86.32
45 ; -6,-89.7,-88.74,-88.66,-87.44
45 ; -3,-89.7,-88.56,-89.8,-87.53
45 ; 0,-89.7,-89.38,-89.8,-89.82
45 ; 3,-89.7,-89.76,-89.68,-89.26
45 ; 6,-89.7,-89.46,-89.59,-89.12
45 ; 9,-89.7,-88.5,-86.76,-87.32
45 ; 12,-89.7,-88.49,-88.4,-89.4
45 ; 15,-89.7,-89.2,-89.32,-85.99
45 ; 18,-89.7,-89.12,-89.22,-89.7
45 ; 21,-89.7,-88.44,-89.51,-88.17
45 ; 24,-89.7,-88.29,-89.57,-86.56
45 ; 27,-89.7,-88.42,-89.61,-84.99
45 ; 30,-89.7,-88.4,-87.43,-89.11
45 ; 33,-89.7,-86.92,-89.23,-83.71
45 ; 36,-89.7,-87.0,-87.56,-82.63
45 ; 39,-89.7,-86.83,-88.21,-86.45
45 ; 42,-89.7,-86.76,-89.25,-88.24
45 ; 45,-89.7,-86.74,-88.07,-89.83
48 ; -45,-89.7,-89.42,-88.98,-89.21
48 ; -42,-89.7,-89.59,-89.4,-87.73
48 ; -39,-89.7,-88.7,-89.53,-89.1
48 ; -36,-89.7,-89.76,-89.85,-88.77
48 ; -33,-89.7,-89.72,-89.1,-89.35
48 ; -30,-89.7,-89.66,-88.38,-89.62
48 ; -27,-89.7,-89.75,-89.14,-89.31
48 ; -24,-89.7,-89.63,-89.31,-89.73
48 ; -21,-89.7,-89.65,-89.5,-89.75
48 ; -18,-89.7,-89.64,-89.49,-89.06
48 ; -15,-89.7,-89.75,-89.27,-89.67
48 ; -12,-89.7,-89.56,-89.68,-87.84
48 ; -9,-89.7,-89.87,-89.54,-87.99
48 ; -6,-89.7,-89.59,-88.85,-89.58
48 ; -3,-89.7,-89.62,-89.03,-89.62
48 ; 0,-89.7,-89.58,-89.76,-89.81
48 ; 3,-89.7,-89.76,-89.52,-89.2
48 ; 6,-89.7,-89.68,-89.39,-89.22
48 ; 9,-89.7,-89.25,-87.04,-86.99
48 ; 12,-89.7,-89.32,-88.53,-86.52
48 ; 15,-89.7,-89.78,-89.74,-86.2
48 ; 18,-89.7,-89.81,-89.32,-87.09
48 ; 21,-89.7,-89.26,-89.32,-88.38
48 ; 24,-89.7,-89.12,-88.64,-87.57
48 ; 27,-89.7,-88.88,-88.55,-85.45
48 ; 30,-89.7,-89.0,-89.22,-85.3
48 ; 33,-89.7,-88.15,-88.38,-84.35
48 ; 36,-89.7,-88.07,-88.82,-84.62
48 ; 39,-89.7,-87.98,-89.8,-87.32
48 ; 42,-89.7,-88.16,-89.68,-88.29
48 ; 45,-89.7,-88.44,-89.09,-89.7
51 ; -45,-89.16,-89.59,-88.82,-88.69
51 ; -42,-89.2,-89.31,-89.39,-89.85
51 ; -39,-89.15,-89.48,-89.62,-88.63
51 ; -36,-89.16,-89.44,-89.56,-89.54
51 ; -33,-89.17,-89.52,-87.67,-89.6
51 ; -30,-89.18,-89.71,-86.81,-86.13
51 ; -27,-89.19,-89.51,-89.58,-89.51
51 ; -24,-89.48,-89.71,-86.5,-89.06
51 ; -21,-89.43,-89.78,-89.35,-87.78
51 ; -18,-89.41,-89.66,-89.44,-89.53
51 ; -15,-89.42,-89.35,-89.62,-89.76
51 ; -12,-89.48,-89.73,-89.48,-89.85
51 ; -9,-89.43,-89.75,-88.63,-89.25
51 ; -6,-89.72,-89.17,-87.78,-89.39
51 ; -3,-89.66,-89.55,-89.7,-89.4
51 ; 0,-89.68,-89.49,-89.85,-89.83
51 ; 3,-89.69,-89.82,-89.6,-89.67
51 ; 6,-89.72,-89.76,-89.67,-87.4
51 ; 9,-89.51,-89.52,-89.26,-88.51
51 ; 12,-89.46,-89.02,-87.3,-87.65
51 ; 15,-89.47,-88.9,-88.99,-89.44
51 ; 18,-89.44,-89.42,-89.74,-87.1
51 ; 21,-89.43,-89.15,-87.96,-89.65
51 ; 24,-89.41,-89.16,-87.76,-88.04
51 ; 27,-89.39,-89.05,-89.16,-87.17
51 ; 30,-89.7,-89.45,-84.97,-85.82
51 ; 33,-89.7,-88.32,-85.51,-85.62
51 ; 36,-89.7,-87.66,-88.19,-84.64
51 ; 39,-89.7,-88.38,-89.14,-87.31
51 ; 42,-89.7,-87.92,-89.47,-88.27
51 ; 45,-89.7,-87.89,-89.62,-88.85
54 ; -45,-89.24,-89.69,-87.71,-87.98
54 ; -42,-89.25,-89.58,-89.55,-88.57
54 ; -39,-89.18,-89.18,-88.47,-88.12
54 ; -36,-89.23,-89.55,-89.22,-89.11
54 ; -33,-89.24,-89.43,-89.3,-89.57
54 ; -30,-89.17,-89.42,-88.39,-89.21
54 ; -27,-89.17,-89.04,-87.57,-89.37
54 ; -24,-89.4,-89.32,-88.42,-89.47
54 ; -21,-89.44,-89.81,-89.72,-88.71
54 ; -18,-89.42,-89.7,-89.03,-89.49
54 ; -15,-89.45,-89.55,-89.64,-88.68
54 ; -12,-89.46,-89.44,-88.14,-89.31
54 ; -9,-89.44,-89.36,-86.32,-88.63
54 ; -6,-89.74,-89.5,-87.44,-87.09
54 ; -3,-89.75,-89.34,-87.53,-88.9
54 ; 0,-89.79,-89.43,-89.82,-89.85
54 ; 3,-89.74,-89.75,-89.26,-89.76
54 ; 6,-89.73,-89.51,-89.12,-89.79
54 ; 9,-89.49,-89.38,-87.32,-88.3
54 ; 12,-89.52,-89.05,-89.4,-88.51
54 ; 15,-89.45,-88.77,-85.99,-86.21
54 ; 18,-89.47,-89.72,-89.7,-88.81
54 ; 21,-89.47,-88.69,-88.17,-88.66
